Name,Men,Women,Total
Wilgert,19,0,19
Wilkolina,0,19,19
Willems,19,0,19
Wiltruda,0,19,19
Withney,0,19,19
Woltina,0,19,19
Wubbinus,19,0,19
Wyanda,0,19,19
Wychert,19,0,19
Wahab,15,3,18
Walfried,18,0,18
Walied,17,3,20
Warsame,14,3,17
Watie,0,18,18
Webina,0,18,18
Weena,3,17,20
Wemmarus,18,0,18
Wesna,0,18,18
Wibrand,18,0,18
Wiebregje,0,18,18
Wienik,18,0,18
Wijburgje,0,18,18
Willyam,18,0,18
Wincenty,18,0,18
Windelina,0,18,18
Wintje,0,18,18
Wobbeltje,0,18,18
Wojtek,18,0,18
Waltheria,0,17,17
Warmeltje,0,17,17
Wasima,0,17,17
Wâtte,17,0,17
Wentelina,0,17,17
Whesley,17,0,17
Wiafe,8,9,17
Wianka,0,17,17
Wibrandus,17,0,17
Wigbertha,3,16,19
Wigcher,17,0,17
Wijbranda,0,17,17
Wijger,17,0,17
Wijmke,0,17,17
Willibaldus,17,0,17
Winie,3,16,19
Winrik,17,0,17
Woenderik,17,0,17
Wolbrand,17,0,17
Woodrow,17,0,17
Woutriena,0,17,17
Wubina,0,17,17
Wyneke,0,17,17
Walewein,16,0,16
Wallie,6,10,16
Wanderina,0,16,16
Waris,14,3,17
Warja,3,14,17
Wasiem,16,0,16
Wassily,16,0,16
Welat,16,0,16
Wendeltje,0,16,16
Wendely,0,16,16
Wensly,16,0,16
Werdina,3,15,18
Wiaam,0,16,16
Wibrich,0,16,16
Wiebedina,0,16,16
Wiegbertus,16,0,16
Wijert,16,0,16
Wijnsen,16,0,16
Wilbertha,0,16,16
Wilfreda,0,16,16
Wilhem,16,0,16
Willum,15,3,18
Wimar,16,0,16
Wimer,16,0,16
Winfriedus,16,0,16
Winta,3,15,18
Wirtjo,16,0,16
Wladislaus,16,0,16
Woes,15,3,18
Wolferina,0,16,16
Wubbelt,16,0,16
Wulfina,0,16,16
Wa'il,15,0,15
Waël,15,0,15
Walterina,3,14,17
Waltheris,15,0,15
Wantje,0,15,15
Warnardus,15,0,15
Weimpje,0,15,15
Weke,0,15,15
Wemmy,0,15,15
Wernher,15,0,15
Widelo,3,12,15
Wiebelina,0,15,15
Wiebes,14,3,17
Wiellie,15,0,15
Wijpkjen,0,15,15
Willfred,15,0,15
Willibrordia,3,14,17
Willinge,12,3,15
Wilske,0,15,15
Winant,15,0,15
Windeld,15,0,15
Wini,3,12,15
Wink,13,3,16
Wirtje,15,0,15
Wobbiena,0,15,15
Wolbertha,0,15,15
Wolfer,15,0,15
Wybrig,0,15,15
Waleria,0,14,14
Wannie,3,12,15
Wasse,14,0,14
Wati,0,14,14
Wendelijn,3,13,16
Wendolien,0,14,14
Wieberdina,0,14,14
Wiebkje,0,14,14
Wiegman,14,0,14
Wiekash,14,0,14
Wienandus,13,3,16
Wilfrido,14,0,14
Willemtina,0,14,14
Willyan,7,7,14
Wilmtien,0,14,14
Wimmy,3,12,15
Winda,0,14,14
Winde,3,13,16
Winfrid,13,3,16
Winfrieda,0,14,14
Winus,13,3,16
Wisdom,13,3,16
Witse,13,3,16
Wobbechina,0,14,14
Wolda,0,14,14
Wolfje,3,11,14
Wollie,3,13,16
Woo,12,3,15
Woubina,0,14,14
Woutruda,0,14,14
Wubbertus,14,0,14
Wytsche,0,14,14
Waclaw,12,3,15
Wahieda,0,13,13
Walae,3,12,15
Walewijn,13,0,13
Waltrudis,3,11,14
Wampie,3,12,15
Wanderdina,0,13,13
Warcha,0,13,13
Warmelt,13,0,13
Weilke,0,13,13
Wemmichje,0,13,13
Weyert,13,0,13
Wibbine,0,13,13
Wiecherdina,0,13,13
Wieny,0,13,13
Wiets,3,11,14
Wijberen,13,0,13
Wijbergje,0,13,13
Wijmtje,0,13,13
Wilene,0,13,13
Wilian,10,3,13
Wilkin,13,0,13
Willem-Paul,13,0,13
Willia,3,12,15
Wilona,0,13,13
Wimjan,13,0,13
Winnefred,3,10,13
Wivineke,0,13,13
Wladyslawa,0,13,13
Wolbartus,13,0,13
Wolmoet,0,13,13
Woutrinus,13,0,13
Wupkea,0,13,13
Wyan,10,3,13
Wynette,0,13,13
Władysław,13,0,13
Wagijem,0,12,12
Walaa,0,12,12
Walenka,0,12,12
Walradina,0,12,12
Walthère,12,0,12
Wanjiru,0,12,12
Wanshika,0,12,12
Warntjo,12,0,12
Wasil,12,0,12
Weerdenaar,12,0,12
Welmina,0,12,12
Wemmie,0,12,12
Wenche,0,12,12
Wendaline,0,12,12
Werenfrieda,0,12,12
Wernar,12,0,12
