Name,Men,Women,Total
Hemmie,12,6,18
Henderkiena,0,18,18
Hendrinand,18,0,18
Hennah,0,18,18
Henok,18,0,18
Henriëte,0,18,18
Hensen,18,0,18
Herolina,0,18,18
Herrald,18,0,18
Hevin,0,18,18
Hillard,18,0,18
Hillechie,0,18,18
Hillechine,0,18,18
Hillianne,0,18,18
Hilse,3,15,18
Hinrik,18,0,18
Hiram,18,0,18
Hiwa,12,6,18
Holden,18,0,18
Honey,3,17,20
Hortencia,0,18,18
Hosni,17,3,20
Houssaine,16,3,19
Huri,0,18,18
Haaike,9,8,17
Haan,15,3,18
Habip,17,0,17
Hafiza,0,17,17
Haile,16,3,19
Haim,16,3,19
Halling,17,0,17
Hamied,17,0,17
Hamke,17,0,17
Hammad,16,3,19
Hans-Christiaan,17,0,17
Harleen,0,17,17
Harmon,14,3,17
Harno,17,0,17
Haryanto,17,0,17
Haşim,17,0,17
Heaven-Leigh,0,17,17
Heiman,17,0,17
Hemant,17,0,17
Herina,3,16,19
Hermia,0,17,17
Hermon,14,3,17
Herro,17,0,17
Herry,16,3,19
Hesna,0,17,17
Hetwig,3,16,19
Hiddes,16,3,19
Hiem,17,0,17
Hillegie,0,17,17
Hilliena,0,17,17
Hippolyta,0,17,17
Hiskea,3,15,18
Hobertina,0,17,17
Homan,17,0,17
Hose,17,0,17
Huberdien,0,17,17
Hubrechta,0,17,17
Hudayfah,17,0,17
Hugerina,0,17,17
Huiberdinus,17,0,17
Hürü,0,17,17
Habon,0,16,16
Hachim,16,0,16
Hadássa,0,16,16
Hammie,3,15,18
Hamsa,13,3,16
Hannisje,0,16,16
Harmana,0,16,16
Harmanne,0,16,16
Harmieke,0,16,16
Hashem,14,3,17
Hayam,0,16,16
Hayrun,0,16,16
Heimert,16,0,16
Heliante,0,16,16
Henderkje,0,16,16
Henryke,0,16,16
Hermenegilda,0,16,16
Herrick,16,0,16
